"OBJECTID","WELLWIDTH","WELLLENGTH","PAREAWIDTH","LOWWELL","SPECIES","ADDRNUM","STNAME"
410,"3","3","0","None","Morus alba",8120,"SURREY LN"
411,"2","6","0","Low","Crataegus phaenopyrum",3845,"TWIN OAKS WY"
412,"3","3","0","Low","Pyrus kawakami",11840,"FOOTHILL WY"
413,"0","0","5","None","Magnolia grandiflora",8050,"SHAY DR"
414,"0","0","3","None","Liquidambar styraciflua",3139,"MIDDLETON ST"
415,"0","0","3","None","Liquidambar styraciflua",117,"MARLOW DR"
416,"0","0","5","None","Liquidambar styraciflua",8050,"SURREY LN"
417,"0","0","4","None","Lophostemon confertus",3558,"CALAFIA AV"
418,"1","1","0","Low","Other",3558,"CALAFIA AV"
419,"0","0","4","None","Unknown",3558,"CALAFIA AV"
420,"0","0","6","None","Maytenus boaria",8120,"HANSOM DR"
421,"0","0","5","None","Liquidambar styraciflua",7981,"SURREY LN"
422,"0","0","3","None","Liquidambar styraciflua",3070,"MIDDLETON ST"
423,"0","0","5","None","Liquidambar styraciflua",8040,"SURREY LN"
424,"0","0","4","None","Quercus agrifolia",3600,"CALAFIA AV"
425,"3","15","0","None","Liquidambar styraciflua",201,"MARLOW DR"
426,"0","0","5","None","Liquidambar styraciflua",7772,"HANSOM DR"
427,"0","0","5","None","Malus floribunda",7945,"SHAY DR"
428,"0","0","5","None","Liquidambar styraciflua",8061,"SURREY LN"
429,"0","0","5","None","Acer palmatum",8001,"SURREY LN"
430,"0","0","3","None","Other",71,"MARLOW DR"
431,"0","0","0","None","Magnolia grandiflora",8001,"SHAY DR"
432,"2","2","0","Low","Pyrus kawakami",4109,"KENTWOOD CT"
433,"3","6","0","Moderate","Ginkgo biloba",3007,"MIDDLETON ST"
434,"0","0","2.5","None","Liquidambar styraciflua",368,"MARLOW DR"
435,"3","10","0","Moderate","Liquidambar styraciflua",311,"MARLOW DR"
436,"0","0","2","None","Lagerstroemia indica",4128,"SHONE AV"
437,"3","9","0","High","Pistacia chinensis",221,"COVINGTON ST"
438,"0","0","5","None","Ficus retusa nitida",8120,"PHAETON DR"
439,"0","0","5","None","Liquidambar styraciflua",8181,"SURREY LN"
440,"0","0","2.5","None","Liquidambar styraciflua",3050,"ROXBURY AV"
441,"2","2","0","High","Liquidambar styraciflua",390,"MARLOW DR"
442,"0","0","4","None","Platanus acerifolia",2957,"106TH AV"
443,"0","0","2.5","None","Pistacia chinensis",314,"COVINGTON ST"
444,"0","0","3","None","Pistacia chinensis",200,"COVINGTON ST"
445,"0","0","2","None","Lagerstroemia indica",2,"MERLIN CT"
446,"3","3","0","Low","Prunus cerasifera/blireiana",4121,"MAYNARD AV"
447,"0","0","2","None","Lagerstroemia indica",4956,"SCOTIA AV"
448,"0","0","3","None","Lagerstroemia indica",228,"COVINGTON ST"
449,"0","0","4","None","Dead",228,"COVINGTON ST"
450,"0","0","5","None","Maytenus boaria",7990,"PHAETON DR"
451,"2","2","0","Low","Stump",9765,"MOUNTAIN BL"
452,"0","0","3","None","Liquidambar styraciflua",357,"MARLOW DR"
453,"2.5","13","0","Low","Liquidambar styraciflua",185,"MARLOW DR"
620,"0","0","8","None","Phoenix canariensis",6045,"ROCKRIDGE BL"
621,"0","0","6","None","Arbutus sp",249,"SOMERSET RD"
622,"0","0","10","None","Celtis sp",6009,"OCEAN VIEW DR"
623,"0","0","4","None","Pyrus kawakami",5903,"MARGARIDO DR"
624,"0","0","8","None","Phoenix canariensis",6025,"ROCKRIDGE BL"
625,"0","0","8","None","Phoenix canariensis",6025,"ROCKRIDGE BL"
626,"0","0","20","None","Cedrus sp",6051,"MARGARIDO DR"
627,"0","0","10","None","Olea europaea",6017,"OCEAN VIEW DR"
628,"3","3","0","Low","Celtis sp",6075,"MANCHESTER DR"
629,"2","3","0","None","Tristaniopsis laurina",156,"ALPINE TR"
630,"2","3","0","None","Tristaniopsis laurina",156,"ALPINE TR"
631,"0","0","3.5","None","Washingtonia robusta",0,"None"
632,"0","0","1","None","Acacia melanoxylon",0,"None"
633,"2.5","2.5","0","None","Unknown",0,"None"
634,"0","0","0","None","Olea europaea",0,"None"
635,"0","0","20","None","Olea europaea",0,"None"
636,"0","0","1.5","None","Prunus serrulata",0,"None"
637,"2","2","0","Moderate","Betula sp",0,"None"
638,"0","0","15","None","Quercus agrifolia",0,"None"
639,"0","0","0","None","Dodonaea sp",0,"None"
640,"0","0","1.5","None","Prunus serrulata",0,"None"
641,"0","0","15","None","Aesculus carnea",0,"None"
642,"2","6","0","Moderate","Platanus acerifolia",0,"None"
643,"0","0","5","None","Lagerstroemia indica",0,"None"
644,"1.5","2.5","0","None","Lagerstroemia indica",0,"None"
645,"0","0","16","None","Cupressus sp",0,"None"
646,"0","0","20","None","Quercus agrifolia",0,"None"
647,"4","4","0","Low","Pyrus calleryana cvs",0,"None"
648,"0","0","3","None","Acacia longifolia",0,"None"
649,"0","0","0","None","Dodonaea sp",0,"None"
650,"0","0","20","None","Quercus agrifolia",0,"None"
651,"0","0","3.5","None","Washingtonia robusta",0,"None"
652,"3","2","0","Low","Unknown",0,"None"
653,"0","0","5","None","Schinus terebinthefolia",0,"None"
654,"0","0","10","None","Platanus acerifolia",0,"None"
655,"0","0","20","None","Quercus agrifolia",0,"None"
656,"0","0","15","None","Prunus cerasifera/blireiana",0,"None"
657,"0","0","10","None","Magnolia grandiflora",0,"None"
658,"0","0","10","None","Liriodendron tulipifera",0,"None"
659,"0","0","12","None","Prunus cerasifera/blireiana",0,"None"
660,"0","0","3.5","None","Acer sp",0,"None"
661,"0","0","20","None","Olea europaea",0,"None"
662,"2","5","0","None","Liquidambar styraciflua",0,"None"
663,"0","0","2","None","Prunus serrulata",0,"None"
664,"0","0","3.5","None","Pyrus calleryana cvs",0,"None"
665,"2","2","0","Moderate","Brachychiton populneum",0,"None"
666,"0","0","15","None","Quercus agrifolia",0,"None"
667,"4","4","0","Moderate","Pyrus calleryana cvs",0,"None"
668,"0","0","12","None","Olea europaea",0,"None"
669,"0","0","20","None","Cedrus sp",0,"None"
670,"2","8","0","Low","Pyrus calleryana cvs",0,"None"
671,"0","0","10","None","Liriodendron tulipifera",0,"None"
672,"0","0","5","None","Lagerstroemia indica",0,"None"
673,"2.5","2.5","0","None","Unknown",0,"None"
674,"2.5","3","0","Low","Lagerstroemia indica",0,"None"
675,"0","0","0","None","Dodonaea sp",0,"None"
676,"0","0","20","None","Cupressus sp",0,"None"
677,"3","6","0","Low","Aesculus carnea",0,"None"
678,"0","0","3","None","Pyrus calleryana cvs",0,"None"
679,"0","0","2","None","Unknown",678,"BROCKHURST ST"
680,"2","3","0","None","Lagerstroemia indica",980,"8TH ST"
681,"3","10","0","Low","Platanus acerifolia",828,"13TH ST"
682,"2","3","0","None","Ginkgo biloba",1037,"MAGNOLIA ST"
683,"2","3","0","Low","Platanus acerifolia",0,"16TH ST"
684,"3","4","0","Low","Ginkgo biloba",1026,"12TH ST"
685,"2","3","0","Low","Maytenus boaria",1026,"12TH ST"
686,"3","3","0","None","Washingtonia filifera",1003,"12TH ST"
687,"2","3","0","Low","Ginkgo biloba",1003,"12TH ST"
688,"2","3","0","None","Platanus acerifolia",0,"POPLAR ST"
689,"5","8","0","Low","Acer sp",0,"None"
690,"5","8","0","Low","Acer sp",0,"None"
691,"2","6","0","Low","Platanus acerifolia",1070,"MARKET ST"
692,"2","3","0","Low","Maytenus boaria",1026,"12TH ST"
693,"0","0","7","None","Fraxinus o. `Raywood'",1901,"POPLAR ST"
694,"0","0","10","None","Platanus acerifolia",1099,"16TH ST"
695,"8","4","0","None","Acacia melanoxylon",1133,"7TH ST"
696,"3","6","0","Low","Dead",333,"MARKET ST"
697,"3","6","0","Low","Prunus cerasifera/blireiana",333,"MARKET ST"
698,"2","2","0","Low","Acer sp",2611,"M L KING JR WY"
699,"2","3","0","Low","Magnolia grandiflora",1825,"LINDEN ST"
700,"3","9","0","Moderate","Magnolia grandiflora",1625,"CHESTNUT ST"
701,"3","4","0","None","Quercus ilex",1323,"MARKET ST"
702,"3","6","0","Low","Platanus acerifolia",1323,"MARKET ST"
703,"2","5","0","Moderate","Lagerstroemia indica",975,"WEST GRAND AV"
704,"2","3","0","Moderate","Lagerstroemia indica",809,"ADELINE ST"
705,"2","3","0","Moderate","Tristaniopsis laurina",1200,"21ST ST"
706,"2","4","0","Low","Pyrus calleryana cvs",0,"3RD ST"
707,"2","3","0","Low","Ginkgo biloba",1090,"16TH ST"
708,"2","3","0","Low","Ginkgo biloba",1536,"MYRTLE ST"
709,"3","6","0","Low","Platanus acerifolia",1515,"MARKET ST"
710,"3","9","0","None","Platanus acerifolia",0,"MARKET ST"
711,"2","3","0","None","Lagerstroemia indica",1086,"8TH ST"
712,"2","3","0","Low","Magnolia grandiflora",1069,"16TH ST"
713,"2","3","0","None","Ginkgo biloba",1230,"14TH ST"
714,"3","6","0","None","Ceratonia siliqua",1231,"16TH ST"
715,"3","6","0","Low","Pyrus calleryana cvs",306,"ADELINE ST"
716,"6","7","0","None","Phoenix canariensis",2015,"WEST ST"
717,"2","3","0","Low","Ginkgo biloba",1195,"12TH ST"
718,"2","3","0","Low","Platanus acerifolia",815,"12TH ST"
719,"3","7","0","Moderate","Platanus acerifolia",952,"14TH ST"
720,"3","3","0","Low","Platanus acerifolia",780,"13TH ST"
721,"3","6","0","Low","Pyrus kawakami",0,"CYPRESS ST"
722,"3","6","0","Low","Prunus cerasifera/blireiana",0,"5TH ST"
723,"2","6","0","Moderate","Prunus cerasifera/blireiana",0,"5TH ST"
724,"2","6","0","Moderate","Prunus cerasifera/blireiana",0,"5TH ST"
725,"2","3","0","Moderate","Lagerstroemia indica",700,"ADELINE ST"
726,"2","3","0","Moderate","Lagerstroemia indica",700,"ADELINE ST"
727,"0","0","4","None","Platanus acerifolia",0,"VILLAGE CR"
728,"0","0","2","None","Prunus cerasifera/blireiana",3251,"M L KING JR WY"
729,"2","3","0","Low","Platanus acerifolia",1119,"16TH ST"
730,"2","3","0","None","Lophostemon confertus",1601,"POPLAR ST"
731,"0","0","6","None","Unknown",725,"MARKET ST"
732,"2","3","0","Low","Magnolia grandiflora",1709,"CHESTNUT ST"
733,"3","9","0","Moderate","Podocarpus gracilior",1916,"CHESTNUT ST"
734,"2","3","0","None","Gleditsia triacanthos",1936,"WEST ST"
735,"0","0","3","None","Washingtonia robusta",2118,"LINDEN ST"
736,"2","6","0","Low","Pyrus kawakami",0,"3RD ST"
737,"3","6","0","Low","Prunus cerasifera/blireiana",0,"3RD ST"
738,"3","6","0","Low","Pyrus kawakami",0,"3RD ST"
739,"3","9","0","Low","Ginkgo biloba",1720,"LINDEN ST"
740,"2","3","0","None","Lagerstroemia indica",1219,"8TH ST"
741,"4","4","0","None","Liquidambar styraciflua",0,"WEST GRAND AV"
742,"6","4","0","Low","Pyrus calleryana cvs",1280,"5TH ST"
743,"5","8","0","High","Fraxinus o. `Raywood'",2201,"POPLAR ST"
744,"2","3","0","None","Robinia pseudoacacia",815,"20TH ST"
745,"2","6","0","Low","Acer sp",1255,"21ST ST"
746,"4","6","0","Moderate","Acer sp",1255,"21ST ST"
747,"0","0","7","None","Platanus acerifolia",1617,"KIRKHAM ST"
748,"2","3","0","None","Prunus sp",1204,"10TH ST"
749,"5","5","0","None","Lagerstroemia indica",1250,"8TH ST"
750,"2","3","0","Low","Podocarpus gracilior",1031,"12TH ST"
751,"2","3","0","Low","Magnolia grandiflora",967,"16TH ST"
752,"2","3","0","None","Platanus acerifolia",816,"14TH ST"
753,"3","3","0","None","Quercus suber",0,"18TH ST"
754,"2","3","0","None","Lagerstroemia indica",0,"8TH ST"
755,"4","6","0","None","Acacia melanoxylon",1075,"7TH ST"
756,"0","0","7","None","Fraxinus o. `Raywood'",1901,"POPLAR ST"
757,"2","3","0","None","Pistacia chinensis",1315,"16TH ST"
758,"2","3","0","Low","Platanus acerifolia",1315,"16TH ST"
759,"3","3","0","None","Robinia pseudoacacia",802,"21ST ST"
760,"3","5","0","None","Ginkgo biloba",1218,"MAGNOLIA ST"
761,"2","2","0","Low","Magnolia grandiflora",2011,"LINDEN ST"
762,"2","3","0","Low","Lagerstroemia indica",953,"8TH ST"
763,"2","3","0","Low","Magnolia grandiflora",1628,"LINDEN ST"
764,"3","6","0","Low","Acacia longifolia",1077,"12TH ST"
765,"3","5","0","Moderate","Ginkgo biloba",1188,"12TH ST"
766,"3","4","0","Moderate","Ginkgo biloba",1188,"12TH ST"
767,"2","3","0","Low","Ginkgo biloba",1514,"MYRTLE ST"
768,"3","3","0","None","Acer sp",1170,"18TH ST"
769,"2","3","0","Low","Fraxinus sp",1521,"FILBERT ST"
770,"3","3","0","Low","Fraxinus o. `Raywood'",1940,"UNION ST"
771,"3","3","0","None","Fraxinus o. `Raywood'",1940,"UNION ST"
772,"2","6","0","Low","Lagerstroemia indica",2235,"CHESTNUT ST"
773,"3","3","0","Moderate","Ginkgo biloba",836,"CENTER ST"
774,"2","3","0","Low","Fraxinus sp",1417,"MYRTLE ST"
775,"3","3","0","None","Melaleuca stypheloides",1269,"18TH ST"
776,"3","3","0","None","Pistacia chinensis",1269,"18TH ST"
777,"2.5","2","0","Low","Prunus cerasifera/blireiana",850,"18TH ST"
778,"0","0","6","None","Arbutus sp",1101,"10TH ST"
779,"2","3","0","None","Lagerstroemia indica",1101,"10TH ST"
780,"2","3","0","None","Lagerstroemia indica",1101,"10TH ST"
781,"2","3","0","None","Lagerstroemia indica",1101,"10TH ST"
782,"2","4","0","Low","Pyrus calleryana cvs",1089,"3RD ST"
783,"3","3","0","None","Fraxinus o. `Raywood'",3011,"CHESTNUT ST"
784,"2","3","0","Moderate","Lagerstroemia indica",1160,"8TH ST"
785,"2","4","0","Low","Pyrus calleryana cvs",2906,"LINDEN ST"
786,"0","0","6","None","Prunus cerasifera/blireiana",825,"31ST ST"
787,"2","6","0","None","Cercis sp",2924,"MAGNOLIA ST"
788,"4","6","0","None","Platanus acerifolia",1323,"MARKET ST"
789,"3","3","0","Moderate","Fraxinus o. `Raywood'",958,"28TH ST"
790,"2","3","0","Low","Unknown",0,"18TH ST"
791,"0","0","5","None","Platanus acerifolia",3240,"PERALTA ST"
792,"2","3","0","Low","Ginkgo biloba",1015,"12TH ST"
793,"3","6","0","Moderate","Robinia hybrid",2323,"MAGNOLIA ST"
794,"2","3","0","Low","Maytenus boaria",1138,"12TH ST"
795,"2","2","0","Low","Ginkgo biloba",1031,"CHESTNUT ST"
796,"2","3","0","Moderate","Prunus sp",1511,"BRUSH ST"
797,"2","3","0","Low","Ginkgo biloba",767,"13TH ST"
798,"5","5","0","Moderate","Acer sp",2240,"CHESTNUT ST"
799,"5","5","0","Moderate","Fraxinus o. `Raywood'",2240,"CHESTNUT ST"
800,"0","0","6","None","Platanus acerifolia",300,"MARKET ST"
801,"0","0","4","None","Fraxinus o. `Raywood'",2210,"UNION ST"
802,"0","0","4","None","Fraxinus o. `Raywood'",2210,"UNION ST"
803,"3","8","0","None","Ginkgo biloba",1222,"MAGNOLIA ST"
804,"0","0","6","None","Ginkgo biloba",3043,"WEST ST"
805,"3","4","0","Low","Pyrus calleryana cvs",2701,"POPLAR ST"
806,"3","4","0","Low","Pyrus calleryana cvs",2701,"POPLAR ST"
807,"1","1","0","None","Platanus acerifolia",0,"LINDEN ST"
808,"2","3","0","None","Zelkova serrata",1002,"MAGNOLIA ST"
809,"0","0","4","None","Prunus cerasifera/blireiana",884,"33RD ST"
810,"4","4","0","High","Ginkgo biloba",528,"30TH ST"
811,"3","6","0","Low","Lagerstroemia indica",2717,"PERALTA ST"
812,"4","3","0","Low","Quercus agrifolia",1200,"24TH ST"
813,"0","0","5","None","Magnolia grandiflora",1089,"26TH ST"
814,"0","0","5","None","Magnolia grandiflora",1089,"26TH ST"
815,"0","0","5","None","Ginkgo biloba",1089,"26TH ST"
816,"2","3","0","Low","Robinia hybrid",1631,"MYRTLE ST"
817,"3","3","0","None","Pyrus kawakami",1137,"32ND ST"
818,"3","3","0","None","Pyrus kawakami",1137,"32ND ST"
819,"3","4","0","Moderate","Eucalyptus ficifolia",3501,"SAN PABLO AV"
820,"0","0","3","None","Ginkgo biloba",2618,"M L KING JR WY"
821,"4","5","0","Low","Pyrus kawakami",1196,"32ND ST"
822,"4","8","0","Moderate","Platanus acerifolia",1515,"MARKET ST"
823,"2","3","0","None","Prunus sp",1702,"MARKET ST"
824,"2","3","0","None","Lagerstroemia indica",0,"MYRTLE ST"
825,"2","3","0","None","Gleditsia triacanthos",1702,"MARKET ST"
826,"2","3","0","None","Prunus cerasifera/blireiana",1702,"MARKET ST"
827,"2","4","0","Low","Lagerstroemia indica",2842,"MYRTLE ST"
828,"2","3","0","None","Cercis sp",3050,"UNION ST"
829,"3","6","0","Low","Magnolia grandiflora",3258,"M L KING JR WY"
830,"3","3","0","None","Ligustrum sp",815,"12TH ST"
831,"3","6","0","Low","Dead",1000,"WEST GRAND AV"
832,"0","0","7","None","Arbutus sp",0,"VILLAGE CR"
833,"2","3","0","None","Pyrus kawakami",2623,"MARKET ST"
834,"3","6","0","Low","Lagerstroemia indica",2635,"PERALTA ST"
835,"2","3","0","Moderate","Robinia pseudoacacia",772,"18TH ST"
836,"0","0","4","None","Maytenus boaria",953,"34TH ST"
837,"2","2","0","Moderate","Prunus cerasifera/blireiana",940,"28TH ST"
1230,"0","0","2","None","Podocarpus gracilior",818,"ARLINGTON AV"
1231,"0","0","0","None","Platanus acerifolia",866,"61ST ST"
1232,"4","6","0","Low","Lagerstroemia indica",954,"60TH ST"
1233,"0","0","4","None","Lagerstroemia indica",5611,"DOVER ST"
1234,"3","3","0","Moderate","Shrub",6026,"IDAHO ST"
1235,"0","0","4","None","Fraxinus sp",620,"59TH ST"
1236,"0","0","2.5","None","Platanus acerifolia",894,"61ST ST"
1237,"0","0","3","None","Prunus sp",6439,"HERZOG ST"
1238,"2","2","0","Moderate","Magnolia grandiflora",1067,"ALCATRAZ AV"
1239,"4","8","0","Low","Quercus sp",1249,"67TH ST"
1240,"0","0","30","None","Shrub",5920,"SAN PABLO AV"
1241,"0","0","3","None","Other",5920,"SAN PABLO AV"
1242,"0","0","3","None","Pyrus calleryana cvs",965,"62ND ST"
1243,"0","0","3","None","Quercus sp",839,"60TH ST"
1244,"0","0","4","None","Platanus acerifolia",6235,"HERZOG ST"
1245,"2","3","0","Low","Podocarpus gracilior",5527,"SHATTUCK AV"
1246,"3","6","0","Low","Platanus acerifolia",5739,"DOVER ST"
1247,"2","2","0","Low","Dead",669,"62ND ST"
1248,"1","2","0","Low","Magnolia grandiflora",661,"54TH ST"
1249,"0","0","4","None","Liquidambar styraciflua",5229,"GENOA ST"
1250,"2","3","0","None","Robinia pseudoacacia",820,"51ST ST"
1251,"0","0","4","None","Crataegus phaenopyrum",831,"54TH ST"
1252,"0","0","3","None","Schinus molle",4017,"LUSK ST"
1253,"0","0","15","None","Magnolia grandiflora",961,"39TH ST"
1254,"0","0","4","None","Ceratonia siliqua",726,"54TH ST"
1255,"0","0","4","None","Pyrus calleryana cvs",851,"54TH ST"
1256,"3","6","0","None","Pyrus calleryana cvs",0,"46TH ST"
1257,"0","0","3","None","Prunus cerasifera/blireiana",707,"45TH ST"
1258,"0","0","4","None","Cinnamomum camphora",726,"53RD ST"
1259,"5","5","0","None","Pittosporum undulatum",698,"63RD ST"
1260,"0","0","4","None","Liquidambar styraciflua",847,"52ND ST"
1261,"0","0","3","None","Lagerstroemia indica",3924,"LUSK ST"
1262,"5","8","0","Moderate","Fraxinus sp",5009,"M L KING JR WY"
1263,"0","0","3","None","Lagerstroemia indica",4300,"M L KING JR WY"
1264,"0","0","4","None","Geijera parvifolia",883,"53RD ST"
1265,"4","6","0","None","Magnolia grandiflora",681,"55TH ST"
1266,"4","5","0","Low","Ginkgo biloba",728,"AILEEN ST"
1267,"6","4","0","Moderate","Fraxinus o. `Raywood'",0,"46TH ST"
1268,"4","4","0","None","Dead",1050,"40TH ST"
1269,"0","0","6","None","Juniperus sp",1050,"40TH ST"
1270,"0","0","3","None","Prunus cerasifera/blireiana",765,"65TH ST"
1271,"0","0","3","None","Prunus cerasifera/blireiana",856,"46TH ST"
1272,"4","5","0","None","Ginkgo biloba",724,"AILEEN ST"
1273,"2","3","0","None","Fraxinus sp",811,"55TH ST"
1274,"0","0","4","None","Fraxinus sp",639,"POIRIER ST"
1275,"0","0","2","None","Syzygium paniculatum",988,"APGAR ST"
1276,"0","0","2","None","Syzygium paniculatum",988,"APGAR ST"
1277,"4","5","0","None","Magnolia grandiflora",0,"None"
1278,"0","0","3","None","Liquidambar styraciflua",690,"61ST ST"
1279,"0","0","4","None","Prunus cerasifera/blireiana",849,"53RD ST"
1280,"4","6","0","Moderate","Pyrus calleryana cvs",880,"39TH ST"
1281,"4","6","0","None","Pyrus kawakami",880,"39TH ST"
1282,"0","0","2","None","Lagerstroemia indica",968,"37TH ST"
1283,"2","2","0","Low","Lophostemon confertus",967,"39TH ST"
1284,"3","5","0","None","Tristaniopsis laurina",770,"ALCATRAZ AV"
1285,"0","0","3","None","Prunus sp",6552,"DOVER ST"
1286,"0","0","3","None","Pyrus calleryana cvs",794,"65TH ST"
1287,"0","0","3","None","Salix babylonica",794,"65TH ST"
1288,"0","0","0","None","Fraxinus sp",794,"65TH ST"
1289,"0","0","3","None","Quercus sp",828,"WEST MACARTHUR BL"
1290,"3","5","0","Moderate","Prunus cerasifera/blireiana",859,"44TH ST"
1291,"0","0","3","None","Lagerstroemia indica",747,"44TH ST"
1292,"0","0","3","None","Lagerstroemia indica",747,"44TH ST"
1293,"3","4","0","None","Platanus acerifolia",971,"46TH ST"
1294,"2.5","4","0","None","Dead",3635,"M L KING JR WY"
1295,"3","6","0","None","Platanus acerifolia",0,"None"
1296,"2","3","0","None","Fraxinus sp",789,"61ST ST"
1297,"0","0","4","None","Prunus cerasifera/blireiana",5105,"GENOA ST"
1298,"0","0","4","None","Fraxinus sp",709,"63RD ST"
1299,"4","4","0","None","Eucalyptus sp",1050,"40TH ST"
1300,"4","6","0","Low","Fraxinus sp",776,"37TH ST"
